,Country,EdLevel,YearsCodePro,Employment,Salary,UndergradMajor
53575,36,2,10.0,0,60000.0,6
38648,1,2,4.0,2,77850.0,5
11557,25,0,4.0,0,30456.0,6
41119,32,0,21.0,0,140648.0,6
50177,36,2,16.0,0,150000.0,6
28299,2,0,6.0,0,34368.0,6
67537,36,0,0.5,0,94000.0,6
38173,36,0,4.0,0,82500.0,5
45425,22,1,31.0,0,70132.0,5
24448,28,2,17.0,2,36672.0,6
38495,36,3,20.0,0,160000.0,3
45158,36,0,3.0,0,80000.0,6
68105,23,0,4.0,0,23727.0,9
61098,15,1,3.0,0,24000.0,6
47300,23,0,1.0,0,2124.0,6
4163,6,0,5.0,0,53437.0,0
62938,6,1,1.0,1,26450.0,6
56244,36,1,20.0,2,185000.0,6
56776,20,1,5.0,0,49185.0,6
2170,36,2,15.0,0,106000.0,6
69362,23,0,1.0,0,11864.0,5
60426,36,1,1.0,0,60000.0,3
69303,19,1,21.0,0,37315.0,6
20578,10,2,9.0,2,74474.0,6
7071,10,2,8.0,0,80202.0,6
6035,32,1,2.0,1,36168.0,8
21426,1,1,3.0,1,13099.0,6
65454,20,1,21.0,0,29832.0,6
29698,23,0,15.0,0,26544.0,9
48913,17,0,1.0,0,49032.0,9
15685,23,0,3.0,0,5016.0,5
44970,9,2,5.0,0,70264.0,6
41709,36,0,10.0,0,135000.0,6
48102,23,0,2.0,1,6468.0,6
37747,36,2,2.0,0,80000.0,2
27870,36,0,6.0,0,180000.0,5
54548,7,0,5.0,0,22860.0,9
63258,36,2,4.0,1,43500.0,7
57306,14,1,2.0,0,2592.0,6
54388,7,2,18.0,0,114324.0,9
28015,4,3,3.0,0,32784.0,2
2843,14,0,2.0,0,24180.0,6
7316,36,1,5.0,0,90000.0,10
12032,2,0,3.0,0,72182.0,9
12177,14,3,2.0,0,18890.0,9
66218,36,1,8.0,0,125000.0,5
57548,23,2,10.0,0,22956.0,5
2422,32,2,6.0,0,70324.0,6
4388,34,2,3.0,0,31200.0,0
47065,36,0,4.0,0,150000.0,4
48643,14,0,4.0,0,4020.0,10
66811,36,0,0.5,0,92000.0,6
46790,14,2,5.0,0,8040.0,6
53507,1,1,4.0,0,47435.0,6
54825,23,1,1.0,0,18804.0,3
421,1,1,7.0,0,58024.0,10
1267,25,0,7.0,0,16992.0,6
3595,4,0,4.0,0,12948.0,9
2694,36,0,11.0,1,56250.0,6
29668,36,1,8.0,0,98000.0,6
27786,14,0,0.5,0,8400.0,6
12238,36,0,8.0,0,114000.0,9
31342,10,2,15.0,0,74474.0,5
35673,35,0,6.0,0,45797.0,6
53696,36,0,4.0,0,100000.0,6
48016,3,0,4.0,0,45396.0,6
7595,23,0,3.0,0,30252.0,10
937,19,0,4.0,0,25188.0,6
21079,11,3,7.0,1,41244.0,6
60066,11,2,6.0,0,70264.0,6
37965,23,2,5.0,0,8892.0,9
5578,36,0,3.0,0,79000.0,6
36516,25,0,2.0,0,8784.0,2
33592,14,1,0.5,0,1680.0,6
32575,4,1,3.0,0,13116.0,5
46372,36,0,4.0,0,95000.0,6
34320,36,0,2.0,0,74000.0,6
21668,11,0,4.0,0,59579.0,6
30460,18,1,3.0,0,21996.0,6
25336,23,0,0.5,1,1668.0,3
2045,11,2,15.0,0,54996.0,3
35852,1,0,1.0,0,60200.0,2
26686,14,0,3.0,0,7136.0,5
58571,28,0,8.0,0,22644.0,9
23746,14,2,3.0,0,11894.0,6
27419,18,0,12.0,0,36664.0,6
19525,13,0,6.0,0,28152.0,5
5804,28,1,6.0,0,21996.0,3
41132,23,2,3.0,0,33384.0,6
32850,8,1,1.0,0,46032.0,6
24601,36,0,5.0,0,125000.0,0
38682,11,0,3.0,0,41247.0,6
24736,14,0,2.0,0,9795.0,6
65854,35,0,8.0,0,149941.0,6
37269,11,0,4.0,0,53850.0,6
29866,35,2,0.5,0,37291.0,6
45983,36,0,36.0,0,104000.0,6
69921,4,1,0.5,0,6876.0,6
15740,11,1,15.0,0,68745.0,10
21943,23,1,4.0,0,22340.0,9
1946,14,2,0.5,0,7766.0,6
26888,36,0,1.0,0,117000.0,6
35504,36,0,15.0,0,104000.0,6
30110,14,2,2.0,0,2664.0,6
37079,25,0,2.0,0,19884.0,6
42028,11,0,0.5,0,39876.0,6
28572,34,1,5.0,0,12120.0,6
50666,36,2,2.0,0,67000.0,6
67274,4,2,15.0,2,71011.0,9
45794,6,1,1.0,0,20800.0,6
53103,23,0,4.0,2,4944.0,6
69326,7,2,15.0,0,55596.0,6
54425,14,0,1.0,0,3351.0,6
26378,36,0,18.0,0,135000.0,6
53986,14,0,5.0,0,1396.0,6
70150,22,2,13.0,0,85452.0,6
58884,17,3,12.0,0,154104.0,6
52535,4,2,50.0,2,34360.0,6
48950,26,0,5.0,0,25944.0,6
62499,8,0,35.0,0,78156.0,2
2424,14,0,7.0,0,16788.0,6
2131,10,2,11.0,0,34368.0,5
52500,4,0,2.0,0,5496.0,9
51440,4,0,2.0,0,5496.0,9
67243,36,2,3.0,0,155000.0,7
10711,27,1,4.0,0,10116.0,6
30124,11,0,8.0,0,63016.0,6
15212,35,1,3.0,0,56264.0,6
49161,28,3,5.0,0,28308.0,6
69509,18,2,3.0,0,22056.0,3
7012,6,0,8.0,0,114508.0,6
68529,25,0,0.5,0,20652.0,4
45639,5,0,1.0,0,12600.0,6
45399,6,0,9.0,0,80000.0,6
45750,12,0,5.0,2,10810.0,6
67859,23,3,21.0,0,19224.0,6
69100,23,0,2.0,0,6000.0,6
503,19,1,5.0,0,37692.0,6
21483,33,0,3.0,0,19200.0,6
19579,35,0,2.0,0,56264.0,6
40327,14,1,0.5,0,1848.0,6
7988,35,3,10.0,0,85705.0,6
12810,36,0,5.0,0,70000.0,6
33808,36,0,10.0,2,114550.0,6
15201,32,1,19.0,0,130602.0,8
41173,35,1,10.0,0,96827.0,6
51637,36,0,4.0,0,236000.0,6
55816,32,0,12.0,1,121979.0,6
24641,36,1,2.0,0,40000.0,9
53735,4,0,2.0,0,8244.0,9
8300,0,2,22.0,0,26160.0,6
5338,25,0,3.0,0,32064.0,6
6386,27,0,8.0,0,35748.0,6
2099,14,0,1.0,0,9795.0,5
49130,30,3,5.0,0,18156.0,6
15272,23,1,20.0,2,80000.0,6
35474,10,2,9.0,0,56142.0,6
11866,35,0,34.0,2,58900.0,3
46935,24,0,1.0,0,2724.0,6
24489,14,0,3.0,0,7560.0,6
43293,23,0,8.0,0,75977.0,6
70717,36,3,20.0,0,150000.0,3
57408,6,0,11.0,2,18152.0,3
38750,35,0,4.0,0,65424.0,6
27351,35,0,9.0,0,77200.0,3
20180,36,0,18.0,0,100000.0,6
33028,14,0,3.0,0,9240.0,6
62234,30,2,3.0,0,21620.0,6
20970,23,1,10.0,0,21732.0,6
54216,14,0,3.0,0,4189.0,6
2082,14,0,5.0,0,12594.0,6
38476,36,0,0.5,0,55800.0,6
11842,26,0,20.0,2,50413.0,6
26272,36,0,20.0,0,130000.0,6
37669,36,0,4.0,0,58000.0,6
12717,4,0,18.0,0,67200.0,6
19124,25,2,14.0,0,58356.0,6
20371,6,3,8.0,0,91606.0,6
44233,36,1,8.0,0,80000.0,10
25609,36,1,6.0,0,120000.0,6
45677,33,0,9.0,0,14796.0,6
59915,14,0,8.0,0,25131.0,5
19565,35,1,15.0,0,104678.0,6
65080,1,0,18.0,0,93533.0,6
41288,20,0,36.0,0,240607.0,6
66362,36,0,0.5,0,82000.0,6
63397,14,0,2.0,0,10056.0,5
7914,35,3,2.0,0,41871.0,3
55222,35,2,40.0,0,68507.0,6
10485,5,2,11.0,0,26676.0,6
36341,4,2,4.0,0,45900.0,6
36612,23,0,2.0,0,7164.0,9
47942,14,0,2.0,0,4887.0,6
1020,6,0,2.0,0,64888.0,6
23060,35,0,1.0,0,32712.0,6
8769,36,0,7.0,0,165000.0,2
12167,7,2,19.0,2,64152.0,6
23081,31,0,2.0,0,46392.0,6
10094,4,0,10.0,0,18036.0,6
42273,23,1,3.0,0,10764.0,10
11027,15,2,10.0,0,28500.0,6
15175,23,2,3.0,0,20628.0,3
70490,36,2,15.0,0,200000.0,2
21663,35,1,3.0,0,45797.0,8
45477,25,2,3.0,0,30372.0,6
25836,21,0,2.0,0,55866.0,6
3365,31,2,2.0,0,47724.0,6
66863,23,0,5.0,0,15756.0,6
45071,32,2,10.0,0,99616.0,6
35223,11,2,9.0,0,85931.0,6
30172,28,0,1.0,0,29328.0,2
8390,36,0,6.0,0,70000.0,6
24409,12,3,18.0,0,41244.0,6
13764,11,2,4.0,0,54996.0,6
25759,28,2,3.0,0,21996.0,6
907,35,2,5.0,0,71966.0,6
14268,33,0,2.0,0,12096.0,6
63605,36,2,12.0,0,165000.0,2
40314,23,0,15.0,2,3384.0,6
47962,1,3,30.0,0,100214.0,6
17744,36,0,4.0,0,110000.0,2
69598,23,1,1.0,0,1980.0,6
35848,4,1,2.0,0,14880.0,6
10298,6,0,3.0,0,59544.0,6
27677,14,2,5.0,0,10584.0,6
23226,23,0,5.0,0,7740.0,6
28875,36,0,5.0,0,200000.0,5
13622,14,0,14.0,0,29385.0,5
65392,18,0,10.0,0,54480.0,6
24721,28,1,10.0,0,36672.0,9
62379,35,0,0.5,0,31022.0,7
35377,36,0,8.0,0,126000.0,2
27552,8,0,5.0,0,101280.0,6
38913,36,0,4.0,0,130000.0,5
6214,10,2,1.0,0,27492.0,0
68425,23,1,3.0,0,3288.0,6
16328,1,0,4.0,0,54397.0,6
41308,14,0,9.0,0,50376.0,6
28090,23,0,1.0,0,8124.0,6
53995,23,0,0.5,0,1380.0,6
66237,11,1,16.0,0,71601.0,6
10300,18,2,19.0,0,41247.0,5
65228,8,0,9.0,0,65129.0,9
8342,23,1,6.0,0,5820.0,8
39579,4,2,13.0,0,43710.0,6
48410,1,0,21.0,0,80172.0,6
11311,36,0,20.0,0,100000.0,6
11428,14,0,2.0,0,10495.0,6
32731,14,0,3.0,0,4315.0,6
34422,32,3,7.0,0,68712.0,3
38822,4,0,8.0,0,22944.0,6
40753,36,0,19.0,0,190000.0,6
52108,14,0,0.5,0,10611.0,6
55972,30,2,6.0,0,59459.0,6
44478,6,0,1.0,0,52942.0,6
42516,23,0,5.0,0,75624.0,6
30420,9,0,0.5,1,35748.0,5
13675,32,2,5.0,0,115533.0,5
65067,36,0,15.0,0,100000.0,6
35867,21,0,17.0,0,89661.0,6
70356,11,3,10.0,0,91883.0,6
9322,11,0,7.0,0,68745.0,6
13157,20,0,1.0,0,40101.0,0
56861,36,2,9.0,0,100000.0,6
43334,31,2,6.0,0,46392.0,6
57035,28,1,1.0,0,15696.0,6
35916,14,0,6.0,0,12873.0,9
32626,14,0,7.0,0,25187.0,6
3816,36,0,25.0,0,150000.0,6
33095,6,2,8.0,0,77865.0,6
31689,36,0,0.5,0,65000.0,5
52752,36,0,2.0,0,98000.0,6
34558,28,0,15.0,0,54084.0,6
62133,36,2,9.0,0,132000.0,2
55247,22,0,5.0,0,77145.0,9
13264,36,0,1.0,0,100000.0,6
53613,21,0,5.0,0,44723.0,6
51706,30,2,3.0,2,68102.0,5
22236,11,2,15.0,0,51559.0,3
29288,31,0,12.0,0,63624.0,6
38236,16,2,9.0,0,80202.0,10
28962,23,0,5.0,0,13164.0,9
71133,23,0,4.0,2,6588.0,5
14436,11,2,8.0,0,64162.0,6
42489,14,0,1.0,0,3024.0,10
23426,6,0,2.0,0,56109.0,6
19907,17,0,3.0,0,96219.0,9
37659,36,0,20.0,0,235000.0,6
547,35,1,3.0,0,45797.0,6
63284,35,2,7.0,0,45241.0,5
14482,35,0,40.0,0,98150.0,6
56933,36,0,7.0,0,200000.0,6
49099,5,3,34.0,0,5304.0,6
3468,14,0,0.5,0,3960.0,6
54940,14,0,8.0,0,15358.0,6
50323,14,0,8.0,0,6372.0,6
51308,14,0,12.0,0,38310.0,5
13194,9,2,4.0,0,41244.0,9
55799,25,0,3.0,0,25824.0,6
1262,24,0,6.0,0,36000.0,6
4793,23,2,0.5,0,36531.0,9
33083,22,0,2.0,0,92426.0,4
14814,36,2,8.0,0,108577.0,6
51221,10,0,4.0,0,25944.0,10
9115,36,1,5.0,0,70000.0,6
1915,36,0,5.0,0,120000.0,3
33218,31,2,5.0,0,59652.0,5
7260,15,2,7.0,0,9120.0,5
5760,36,0,20.0,0,118000.0,5
62223,10,0,10.0,0,47563.0,6
23040,10,3,3.0,0,46976.0,6
70014,35,0,15.0,0,87896.0,6
39130,25,2,4.0,0,28860.0,6
18229,32,0,6.0,1,98454.0,6
12811,36,0,10.0,0,160000.0,6
30993,23,0,5.0,0,3444.0,6
28384,24,0,13.0,2,17340.0,6
19237,1,0,7.0,0,67018.0,6
61390,35,0,2.0,0,29730.0,6
46925,23,0,6.0,0,20484.0,6
36326,1,0,25.0,2,145050.0,6
39240,25,0,3.0,1,9624.0,6
43077,36,0,37.0,1,250000.0,3
1237,36,2,1.0,0,63000.0,10
43255,36,0,23.0,0,100000.0,6
47534,23,0,26.0,2,17568.0,5
39459,36,0,38.0,0,145000.0,6
43374,36,2,7.0,0,125000.0,6
19320,8,2,6.0,0,122764.0,9
20263,36,0,15.0,0,130000.0,6
67426,36,0,2.0,0,100000.0,6
37964,14,2,2.0,0,2520.0,6
6547,4,0,19.0,0,18036.0,9
15014,23,0,2.0,0,7800.0,6
43104,29,0,6.0,0,15852.0,6
13891,36,0,5.0,0,130000.0,6
36433,1,1,5.0,0,43518.0,6
33485,10,3,5.0,0,45830.0,6
8900,11,2,7.0,0,66000.0,6
70790,23,2,4.0,0,45288.0,5
556,36,0,20.0,0,180000.0,4
20380,23,2,2.0,0,45945.0,5
40276,35,2,1.0,0,49722.0,5
52649,11,3,12.0,0,50806.0,6
20377,36,0,3.0,0,75000.0,6
69376,36,1,10.0,0,107000.0,9
38783,36,0,4.0,0,90000.0,5
33655,16,1,5.0,0,130615.0,6
52492,4,0,3.0,0,24000.0,6
7582,19,0,2.0,0,12564.0,6
14821,11,2,1.0,0,34368.0,5
19191,28,3,4.0,0,11004.0,2
49413,3,2,8.0,0,49296.0,6
62905,36,0,6.0,0,112000.0,6
8079,4,0,0.5,0,19668.0,6
61571,36,1,8.0,0,90000.0,6
42635,23,0,6.0,0,62208.0,5
35855,36,0,4.0,0,56000.0,6
64692,21,1,12.0,0,76668.0,6
39208,7,2,10.0,0,22452.0,6
27164,23,0,6.0,0,35832.0,6
61106,28,1,4.0,0,16608.0,9
13512,36,2,2.0,0,78000.0,6
21388,35,0,9.0,0,52339.0,6
37972,32,3,10.0,1,82380.0,10
50984,33,0,0.5,0,9468.0,6
44133,36,1,27.0,0,80000.0,6
15533,14,0,5.0,0,16791.0,9
29218,4,1,4.0,0,19668.0,6
19749,36,2,5.0,0,88000.0,6
42397,24,0,15.0,0,17340.0,6
30311,11,2,1.0,0,51559.0,6
44263,36,0,3.0,0,110000.0,7
51621,35,1,0.5,0,24559.0,6
56668,34,1,4.0,2,29364.0,4
20264,4,0,1.0,0,5904.0,6
52518,11,0,9.0,0,60535.0,6
26951,35,0,3.0,0,41871.0,6
28222,36,2,10.0,0,250000.0,6
5440,7,2,18.0,0,62004.0,6
51397,36,1,0.5,0,95000.0,6
45250,36,2,7.0,0,120000.0,9
43552,36,0,7.0,0,94500.0,9
24807,23,0,6.0,0,23893.0,6
54004,23,0,20.0,0,71943.0,2
3345,1,0,12.0,0,83409.0,6
65970,1,0,1.0,0,53448.0,6
2769,23,0,13.0,0,14244.0,5
39587,6,0,10.0,0,95423.0,6
11227,4,0,1.0,0,9840.0,5
63272,25,2,8.0,0,25824.0,5
60392,25,2,16.0,2,75936.0,6
12011,14,0,3.0,0,8396.0,9
8360,36,1,8.0,0,170000.0,9
8629,20,0,9.0,0,49892.0,6
25399,36,0,2.0,0,74000.0,6
13416,32,2,6.0,0,120556.0,6
60673,14,0,5.0,0,8377.0,6
56705,36,0,5.0,0,84000.0,6
14778,12,2,10.0,0,68745.0,6
67108,13,2,3.0,0,34632.0,4
59311,14,2,8.0,0,25131.0,6
35077,34,2,5.0,0,28128.0,6
68982,6,0,5.0,0,68068.0,5
57271,11,1,10.0,0,64859.0,10
30401,36,0,4.0,0,41000.0,6
11537,23,0,3.0,0,17916.0,6
66071,10,1,24.0,0,48644.0,6
60351,36,0,3.0,0,82500.0,6
41682,11,2,7.0,0,85931.0,6
32353,11,2,10.0,0,103117.0,6
38718,23,2,8.0,2,122340.0,2
49327,14,2,4.0,0,16056.0,6
45916,1,3,33.0,2,50107.0,3
68211,23,0,3.0,0,10764.0,5
36950,6,0,4.0,0,64888.0,6
23826,23,0,10.0,0,34956.0,6
16551,36,0,14.0,0,160000.0,6
27003,36,0,5.0,0,124000.0,6
52040,36,1,1.0,0,63000.0,8
30596,11,0,2.0,0,45830.0,6
18195,25,0,10.0,0,16032.0,6
56353,36,0,2.0,0,65000.0,6
13115,23,0,4.0,0,8388.0,10
31182,4,0,4.0,0,11472.0,6
71168,22,0,16.0,0,66895.0,9
66749,5,0,4.0,0,39708.0,6
46803,14,1,3.0,0,2340.0,9
12199,36,0,1.0,0,75000.0,3
36380,10,2,2.0,0,57287.0,6
44456,36,2,5.0,0,135000.0,5
34994,36,2,2.0,0,70000.0,5
1368,36,0,20.0,0,175000.0,6
65835,35,0,5.0,0,38778.0,6
68205,14,0,4.0,0,1466.0,6
12655,23,0,3.0,0,35448.0,6
19144,35,0,0.5,0,58881.0,6
32396,10,2,15.0,0,74474.0,6
25259,10,2,9.0,0,43992.0,6
19887,36,0,5.0,0,76500.0,6
16631,36,0,5.0,0,78200.0,6
24271,25,2,5.0,0,29820.0,6
44196,15,1,4.0,0,22800.0,6
63060,14,2,2.0,0,9773.0,6
34708,30,2,2.0,0,15468.0,10
66531,4,0,25.0,0,68724.0,5
13427,18,0,23.0,0,34372.0,6
8679,20,0,7.0,2,137490.0,6
64526,35,0,2.0,0,51704.0,6
1374,36,1,22.0,0,225000.0,5
51735,19,0,6.0,0,45156.0,6
28392,19,1,12.0,0,65000.0,6
11870,28,3,20.0,0,82500.0,6
12155,36,0,28.0,0,115000.0,6
25460,28,2,3.0,0,8244.0,10
69735,28,1,4.0,0,9432.0,10
37488,6,0,4.0,0,78858.0,6
1872,36,0,6.0,0,85000.0,4
35500,10,0,10.0,2,51559.0,10
20929,33,0,5.0,0,14976.0,6
23043,36,2,10.0,0,240000.0,6
33831,28,1,2.0,0,3348.0,10
11282,36,0,20.0,0,180000.0,6
31560,11,0,11.0,0,61870.0,5
23234,36,2,13.0,0,130000.0,6
65222,10,1,3.0,0,19452.0,10
45346,23,0,6.0,0,45156.0,4
63303,11,0,9.0,0,84316.0,6
40320,36,0,0.5,0,105000.0,3
60778,17,0,15.0,0,140088.0,6
44717,34,2,2.0,0,12240.0,5
52687,6,0,12.0,0,53093.0,10
18132,14,0,3.0,0,13993.0,6
66045,20,0,10.0,0,45396.0,6
2831,11,0,1.0,0,45830.0,5
6228,10,3,13.0,0,57287.0,6
55439,27,2,6.0,0,48852.0,3
43961,6,0,19.0,0,79413.0,9
23492,11,0,2.0,0,103116.0,6
48792,14,0,4.0,0,7483.0,6
15772,11,0,6.0,0,68745.0,6
42076,14,0,3.0,0,25187.0,6
12738,18,0,10.0,0,37810.0,6
11685,19,0,7.0,0,48000.0,3
35196,28,2,8.0,0,36672.0,9
41703,11,0,2.0,1,30950.0,6
55560,23,0,6.0,0,22200.0,6
26238,23,2,2.0,0,6672.0,6
63482,31,0,13.0,0,63816.0,6
22447,11,1,0.5,0,97389.0,6
22045,14,0,0.5,0,6996.0,6
24585,28,2,9.0,0,16500.0,3
34236,36,1,6.0,0,120000.0,6
57471,33,0,16.0,0,31560.0,6
11125,11,2,5.0,0,51444.0,5
27819,21,0,14.0,0,73108.0,5
35411,23,0,8.0,0,30000.0,2
32195,6,1,9.0,0,55727.0,10
51494,35,0,2.0,0,31022.0,2
31594,14,0,0.5,0,8396.0,6
55551,14,0,2.0,0,11867.0,6
761,36,0,16.0,0,160000.0,6
6116,36,0,8.0,0,150000.0,6
69099,14,0,1.0,0,2184.0,6
49097,17,0,26.0,0,105072.0,3
44601,4,0,2.0,0,11544.0,6
61517,4,0,5.0,0,8244.0,6
62108,25,2,5.0,0,17004.0,6
63844,18,2,11.0,0,29832.0,6
4205,23,1,7.0,0,70000.0,6
9091,1,0,12.0,0,108795.0,6
4198,36,0,6.0,0,100000.0,9
4479,20,2,22.0,0,68745.0,5
30741,8,1,10.0,2,71036.0,6
47544,18,1,3.0,0,17508.0,6
59781,17,1,3.0,0,39924.0,6
49634,13,0,5.0,0,25020.0,5
9144,11,1,7.0,0,41244.0,8
61422,4,1,2.0,0,7368.0,6
65918,36,0,7.0,0,88000.0,6
13987,33,0,2.0,0,18432.0,6
21645,36,3,8.0,2,80000.0,5
46906,23,0,12.0,0,111876.0,6
2005,36,0,8.0,0,105000.0,10
16217,36,0,8.0,0,98000.0,6
15316,36,1,2.0,0,150000.0,8
24998,14,0,3.0,0,9795.0,6
42331,0,1,3.0,0,25836.0,9
50149,16,0,27.0,0,108098.0,6
64343,18,0,14.0,2,41508.0,6
32740,36,0,5.0,0,125000.0,6
51021,35,1,32.0,0,63337.0,5
17490,14,2,5.0,0,5597.0,6
64581,36,3,4.0,0,150000.0,2
36794,28,1,3.0,2,12250.0,5
12568,35,0,12.0,0,52339.0,6
68323,31,1,0.5,0,33137.0,6
12554,23,0,17.0,0,1224.0,6
39093,1,1,10.0,0,72530.0,8
21459,32,2,7.0,0,60278.0,6
33488,30,2,0.5,0,17186.0,5
6393,36,0,12.0,0,70000.0,9
16477,14,1,2.0,0,3360.0,6
35763,18,2,5.0,0,27492.0,6
16879,23,0,7.0,0,44436.0,10
55794,11,3,4.0,0,38916.0,10
38573,36,1,6.0,0,80000.0,6
37962,14,0,3.0,0,4200.0,6
28941,6,2,8.0,0,76339.0,10
22857,36,0,5.0,0,91000.0,2
56539,34,2,15.0,0,63612.0,2
68140,1,0,10.0,0,96874.0,6
22604,15,2,6.0,0,19956.0,6
58982,9,2,16.0,0,92100.0,6
8583,36,0,6.0,0,95000.0,6
38806,23,3,2.0,1,16332.0,6
56928,18,0,8.0,0,29420.0,6
50533,23,1,7.0,2,11232.0,6
2332,14,0,20.0,0,26866.0,6
19070,36,0,4.0,0,65000.0,0
28577,28,2,8.0,0,23832.0,9
3423,28,3,7.0,0,29328.0,6
14284,10,2,2.0,0,51559.0,6
46800,6,0,14.0,0,98321.0,6
47039,24,0,9.0,0,15564.0,6
67471,35,2,2.0,0,104700.0,6
15050,6,0,20.0,0,83972.0,6
1546,36,0,3.0,0,105000.0,6
37602,14,0,5.0,0,13993.0,6
58038,19,3,4.0,2,8100.0,3
25720,24,0,3.0,0,3732.0,6
52880,4,0,4.0,0,20616.0,5
42346,35,2,6.0,0,58881.0,6
2667,36,0,6.0,0,170000.0,6
54929,23,0,20.0,0,64859.0,9
55140,17,0,3.0,0,105072.0,6
27546,36,3,6.0,0,130000.0,6
33786,1,2,30.0,2,145060.0,6
39646,35,0,5.0,0,58881.0,6
30451,20,2,3.0,0,48120.0,6
3608,6,0,3.0,0,45803.0,9
9874,32,2,7.0,0,114026.0,6
62681,14,0,10.0,0,7200.0,6
68591,35,0,6.0,0,64630.0,6
65437,17,0,26.0,0,115572.0,5
67046,4,0,2.0,0,19236.0,6
67192,11,2,12.0,0,118908.0,6
11503,23,0,2.0,2,2400.0,10
21910,11,3,9.0,0,61872.0,6
66574,36,0,15.0,0,140000.0,6
8674,14,0,2.0,0,5040.0,5
19046,30,2,10.0,0,32081.0,6
30926,33,2,6.0,0,27648.0,6
54965,10,2,4.0,0,18564.0,3
45820,4,3,3.0,0,15120.0,6
5274,3,0,5.0,0,51559.0,6
15451,11,2,6.0,0,83640.0,3
24318,23,0,5.0,0,14268.0,6
601,36,2,5.0,0,98000.0,6
48207,0,1,14.0,0,41000.0,6
35736,36,0,16.0,0,97000.0,6
8214,36,0,6.0,0,180000.0,3
69203,25,2,8.0,0,60744.0,9
48644,23,0,5.0,0,29664.0,9
52139,33,0,4.0,0,21696.0,5
39840,14,0,21.0,0,134328.0,6
2859,14,2,12.0,0,34282.0,6
51825,36,2,1.0,0,75500.0,4
34684,36,2,8.0,0,120000.0,6
16793,36,0,5.0,0,79000.0,6
71273,23,0,5.0,0,19428.0,6
32194,14,0,0.5,0,20989.0,6
16257,36,0,3.0,0,71001.0,6
3827,33,0,0.5,0,4608.0,9
19734,15,0,2.0,0,11400.0,6
54916,23,1,2.0,0,4494.0,6
11888,31,0,0.5,0,37116.0,6
24520,14,0,2.0,0,6087.0,6
31939,23,0,6.0,0,3444.0,6
10433,11,2,10.0,0,62117.0,6
23523,14,0,3.0,0,151128.0,6
63990,10,2,12.0,0,59454.0,10
6508,36,1,16.0,0,165000.0,3
32227,23,0,6.0,0,101280.0,6
15569,20,0,2.0,1,25440.0,6
54903,20,2,8.0,0,58368.0,6
23808,36,2,3.0,0,101100.0,3
16090,36,0,3.0,0,70000.0,6
4054,22,3,4.0,0,91834.0,3
50966,6,0,25.0,0,47648.0,6
54229,23,0,4.0,0,7488.0,6
64961,36,2,25.0,0,125000.0,3
2790,36,0,15.0,0,130000.0,6
19139,15,0,8.0,0,5988.0,6
6309,6,2,14.0,0,72522.0,6
64963,21,1,42.0,2,138000.0,6
617,14,0,3.0,0,218292.0,6
22972,36,0,15.0,0,140000.0,6
54885,4,0,3.0,0,8664.0,6
24002,23,0,3.0,0,3168.0,6
15684,23,1,6.0,0,41244.0,6
16605,36,0,6.0,0,210000.0,6
19374,31,3,5.0,0,51036.0,3
60086,36,0,2.0,0,66000.0,6
45187,36,2,5.0,0,120000.0,6
25775,17,0,2.0,0,69888.0,4
44977,36,1,20.0,0,220000.0,6
45504,4,0,2.0,0,5220.0,9
23501,20,2,5.0,0,59124.0,3
43026,3,2,0.5,0,25440.0,4
40601,3,2,10.0,0,53616.0,3
63107,22,1,4.0,0,79303.0,9
21865,36,0,20.0,2,250000.0,0
50958,36,0,3.0,0,81000.0,6
32697,12,2,6.0,0,15120.0,6
48021,14,0,8.0,0,2508.0,6
69958,36,0,13.0,0,120000.0,10
36542,36,0,8.0,0,85000.0,9
31830,30,0,5.0,0,23376.0,6
59190,10,3,5.0,0,43239.0,6
24144,11,0,3.0,0,55168.0,6
488,23,2,10.0,0,173524.0,9
5474,14,0,8.0,0,20989.0,6
54963,23,0,10.0,0,28104.0,6
7888,36,0,3.0,0,70000.0,6
66002,23,0,14.0,0,32200.0,6
34920,10,0,7.0,2,30935.0,8
20311,23,0,5.0,0,62944.0,6
20810,36,3,2.0,0,52000.0,3
15987,14,0,3.0,0,5040.0,6
40330,9,2,14.0,0,50868.0,6
51716,36,0,4.0,0,70000.0,6
29843,23,0,2.0,0,12600.0,5
44549,0,3,14.0,2,70000.0,10
38036,26,2,5.0,0,80202.0,6
60647,14,0,4.0,0,9948.0,6
50161,30,3,5.0,0,43239.0,10
69632,14,2,3.0,0,9215.0,6
6741,32,1,4.0,2,60276.0,5
61347,35,3,1.0,0,45241.0,3
65710,36,0,11.0,0,100000.0,6
16640,30,0,12.0,2,28644.0,6
53105,25,2,12.0,0,57708.0,6
19637,16,0,7.0,0,68745.0,10
43660,36,0,8.0,0,75000.0,10
24698,22,0,5.0,0,65172.0,5
27284,36,0,4.0,0,75000.0,6
35489,10,0,0.5,1,11004.0,10
54830,14,2,0.5,0,4188.0,10
36189,36,1,12.0,0,95000.0,8
71100,14,0,2.0,0,4524.0,6
22066,24,0,8.0,2,30336.0,6
38217,1,3,7.0,0,119674.0,6
20521,1,0,10.0,0,72530.0,5
46417,36,0,3.0,0,80000.0,5
12444,30,0,16.0,0,46976.0,6
68850,4,1,2.0,0,11064.0,4
27134,32,2,4.0,0,92426.0,6
